structure_name	structure_inchikey	structure_smiles	structure_inchikey_no_stereo	structure_smiles_no_stereo	structure_molecular_formula	structure_exact_mass	structure_xlogp	structure_tax_npc_01pat	structure_tax_npc_02sup	structure_tax_npc_03cla	structure_tax_cla_chemontid	structure_tax_cla_01kin	structure_tax_cla_02sup	structure_tax_cla_03cla	structure_tax_cla_04dirpar	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	reference_doi
																												
