row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,191105_AR_Panax_Pos.mzML Peak area,191105_AR_Ginkgo_Pos.mzML Peak area,191105_AR_Arnica_Pos.mzML Peak area,191105_AR_Cinchona_Pos.mzML Peak area,191105_AR_Salvia_Pos.mzML Peak area,
4967,225.07889995126462,2.1751382,,,,203,255,[M-H+2Na]+,,2,5131;4967,180.10745,0,5102.689,15357.177,373.6363,259510.31,
3782,225.07948784909766,1.704825,,,,709,,,,,,,0,29297.28,6397.28,0,45880.82,
9319,225.1119842271118,3.6524045,,,,,,,,,,,0,8984.535,0,0,0,
14751,225.1160952910585,5.7216578,,,,846,810,[M-H+2Na]+,,2,14751;14725,180.14449,0,0,3861.8208,0,9918.962,
1754,225.123400586953,0.8657336,,,,,,,,,,,0,0,29391.861,0,0,
8041,225.63032651079314,3.2553844,,,,793,430,[M+2H]+2,,2,8029;8041,449.24725,0,0,0,12933.91,0,
11352,225.63073783831092,4.354983,,,,226,615,[M+2H]+2,,2,11352;11356,449.24692,0,0,0,3049.1333,0,
2126,226.0149728285325,1.0141678,,,,492,,,,,,,0,0,40339.97,0,15746.766,
17667,226.0324497779905,6.733381,,,,576,974,[M+H-H2O]+,,2,17680;17667,243.03611,375.57178,931.6817,31570.084,1270.5884,4201.345,
12626,226.17995181370753,4.8416715,,,,893,,,,,,,167.84265,65966.25,15092.307,165.82857,52551.508,
14048,226.18011405107518,5.427902,,,,360,771,[M+H-H2O]+,,2,14048;14021,243.18348,15624.808,14453.238,15153.7,23540.67,21769.42,
92,227.00641101704522,0.17494036,,,,295,,,,,,,35606.414,339025.38,6017.8994,58930.215,98215.31,
10378,227.02254510767634,4.0287924,,,,804,551,[M+H-H2O]+,,3,10414;10378;10368,244.02527,0,0,0,0,5107.763,
12627,227.05911296609892,4.839323,,,,893,,,,,,,0,52623.3,8716.336,163.83116,36626.965,
11599,227.12534476440246,4.449693,,,,923,625,[M+Na]+,,4,11598;11605;11597;11599,204.13608,372667.2,45366.188,188594.73,77610.28,65252.95,
10583,227.12633259264902,4.3009696,,,,,,,,,,,56282.824,4914.7285,18500.025,13731.281,10856.937,
7218,227.12747818117563,2.8850667,,,,836,,,,,,,6806.133,307.3084,4147.265,0,1549.5603,
2658,227.1275840948928,1.3746152,,,,208,120,[M+H]+,,1,2659,226.12032,0,0,5670.257,0,18306.209,
3191,227.12758560898553,1.4840603,,,,223,,,,,,,0,0,5310.862,0,560320.06,
3740,227.12764017236174,1.6892192,,,,486,175,[M+H]+,,3,3716;3731;3610,226.12046,0,0,8195.802,0,248838.42,
8877,227.12794058606593,3.4835336,,,,836,476,[M+H-H2O]+,,2,8884;8877,244.13158,3422.4124,0,4982.3574,0,12536.4375,
4351,228.04901087617404,1.8984113,,,,259,,,,,,,5414.7446,3365.701,7500.7617,0,20531.447,
15744,228.1957729687872,6.1309423,,,,422,,,,,,,29986.77,35566.47,29848.916,34699.77,23054.44,
12947,229.0553482682056,4.9806952,,,,,,,,,,,0,4182.752,0,0,0,
7516,229.05594351033707,3.201023,,,,836,,,,,,,0,0,5167.656,0,72910.695,
4135,229.05659896171827,1.9558241,,,,486,,,,,,,0,0,0,540.5388,22303.016,
6788,229.06561606806648,2.7571638,,,,836,,,,,,,6348.2207,0,366.88187,0,0,
4393,229.06576036009054,1.9088653,,,,486,,,,,,,0,40482.47,67063.46,0,34240.18,
14695,229.14246226909898,5.681567,,,,758,,,,,,,10249.605,1523.8607,15200.219,1281.2267,2287.4072,
14003,229.142476892641,5.5078554,,,,324,,,,,,,22743.717,1340.2664,4817.0713,1281.2267,2764.1187,
1118,229.15445822530083,0.42469317,,,,,,,,,,,71147.47,206467.31,46275.76,26086.297,18548.143,
15747,229.55259575575664,6.133839,,,,422,,,,,,,9898.212,8644.957,11916.249,18593.01,7863.817,
4406,229.56733633098148,1.908923,,,,486,,,,,,,0,6826.6235,11688.374,0,6437.7363,
434,230.04551317491587,0.21945338,,,,295,,,,,,,535479.94,259157.72,13076.363,4163.9976,145041.3,
10876,230.0634345136412,4.069542,,,,356,,,,,,,0,28518.973,341.75696,0,0,
6382,230.06353771478902,2.446786,,,,742,,,,,,,0,0,42497.695,0,1281.2125,
5814,230.06365108744458,2.3377576,,,,,,,,,,,0,0,17098.543,0,3067.7192,
4869,230.07261757438894,2.2277083,,,,377,256,[M-H+2Na]+,,2,4873;4869,185.10054,0,0,343.87872,0,8036.527,
1330,230.12789528728655,0.68295056,,,,152,,,,,,,0,0,0,48521.824,0,
7031,231.05408427180976,2.8571656,,,,836,,,,,,,7557.816,0,8273.949,0,7199.742,
2964,231.11255997602458,1.1897141,,,,411,,,,,,,23987.096,3850.275,4681.2515,0,3573.7021,
15851,231.13688212040515,6.0088058,,,,354,,,,,,,0,9854.112,19499.707,0,1449.4849,
4762,231.13748805523258,2.079273,,,,325,,,,,,,0,0,11454.692,0,0,
12783,231.13779414668593,4.7468038,,,,,,,,,,,0,1429.8518,43547.74,0,3701.5056,
1185,231.17000354925432,0.7718318,,,,,,,,,,,20475.14,0,53867.51,0,0,
1717,231.170018836727,0.8500907,,,,735,,,,,,,19684.19,0,30994.775,0,0,
12337,231.5520103560084,4.7287493,,,,21,,,,,,,0,0,41770.7,0,40579.84,
16113,231.55230503065224,6.2955737,,,,576,,,,,,,0,0,0,5612.523,0,
11962,232.05899414839968,4.626405,,,,226,655,[M-H+2Na]+,,2,12009;11962,187.08718,0,0,107633.14,0,7437.579,
1718,232.06895314357422,0.67918265,,,,735,,,,,,,0,0,26409.22,0,2311.5574,
14050,232.07779525693797,5.5652122,,,,876,,,,,,,0,27004.912,0,0,4530.0054,
3276,232.11718380549974,1.4078113,,,,,,,,,,,944.7427,0,26105.967,0,2066.4304,
3541,232.11798058297444,1.5840867,,,,,,,,,,,0,0,17329.684,0,2066.4304,
11113,232.1280645377937,4.2726917,,,,747,,,,,,,0,0,0,17428.94,0,
5939,232.19050430922601,2.4919448,,,,836,,,,,,,0,0,29521.838,0,2593.2268,
143,233.04209018196434,0.18868686,,,,775,1,[M+K]+,,2,143;141,194.07885,0,37454.48,0,353906.84,3333.6548,
3447,233.04958872540735,1.6005201,,,,928,,,,,,,0,0,12435.714,0,0,
2446,233.04965770353243,1.1708996,,,,387,,,,,,,442.1011,21757.033,131578.53,0,73729.03,
130,233.0627114434223,0.18683258,,,,295,2,[M+Na]+,,2,130;161,210.07345,0,5026.4766,29081.406,219200.2,11050.743,
3461,233.07663410704012,1.5009693,,,,367,,,,,,,19174.904,1546.4877,0,0,1780.5128,
2512,233.0848616477503,1.1975368,,,,387,,,,,,,12765.119,0,0,0,0,
1286,233.10188855434617,0.66643393,,,,695,40,[M+H]+,,1,1288,232.09462,0,6421.359,0,0,0,
1073,233.14922557957095,0.54496676,,,,636,,,,,,,4807.1323,0,21122.963,0,0,
9435,233.15335904211256,3.6921701,,,,836,,,,,,,0,7138.5,26205.957,0,5975.9507,
10654,233.15336452002293,4.0484257,,,,836,,,,,,,0,8894.315,86629.58,0,1633.9805,
13341,233.15348100759263,4.971604,,,,,,,,,,,0,63093.87,19994.805,0,4197.7646,
8553,233.15348400969765,3.4991112,,,,639,,,,,,,0,7543.831,175006.34,0,3568.539,
12702,233.15348934953764,4.918018,,,,,,,,,,,0,70163.52,67579.805,0,8813.055,
15943,233.1535280223244,6.13808,,,,88,,,,,,,0,43621.875,22002.725,146.54065,797.84814,
11251,233.1536782749171,4.3970275,,,,786,,,,,,,0,2643.5862,95743.97,0,2843.2778,
2130,234.00111532330368,1.0141678,,,,492,,,,,,,0,0,10673.144,0,4179.361,
9597,234.03057687948007,3.7684784,,,,836,,,,,,,17408.193,12396.319,20202.865,13594.637,17870.209,
13370,234.06703902224837,5.139268,,,,931,733,[M+H-H2O]+,,2,13370;13356,251.06974,0,0,0,0,27131.7,
2572,234.07326753789187,1.2170401,,,,716,106,[M+Na]+,,2,2572;3046,211.08417,3874.7256,0,11816.006,0,0,
272,234.09691625422502,0.20494099,,,,295,,,,,,,125108.64,96518.05,917720.44,6773.0596,30219.957,
10045,234.10253004633404,3.908564,,,,804,,,,,,,0,0,29949.75,0,0,
2968,234.13351860154648,1.2169112,,,,274,113,[M+NH4]+,,2,2998;2968,216.09945,0,0,329.24283,0,40835.72,
11400,234.14394196938392,4.362233,,,,226,,,,,,,0,0,0,17700.8,0,
5217,235.05646280128906,2.2267091,,,,40,,,,,,,0,151627.8,117954.16,0,64485.09,
4577,235.0564735205049,1.9859384,,,,268,,,,,,,0,31263.047,48632.504,0,11636.287,
13982,235.1688965345861,5.454323,,,,601,,,,,,,7431.1606,8243.132,46627.926,2387.675,67881.49,
14575,235.1689295092258,5.641095,,,,870,,,,,,,21481.592,20474.834,7124.469,2387.675,18943.898,
14321,235.16894799837638,5.5452285,,,,870,,,,,,,9641.406,13832.556,32784.707,2387.675,55762.086,
12888,235.16914935757342,4.995219,,,,601,705,[M+H-H2O]+,,2,12888;12965,252.17218,783.0915,27245.479,40584.695,5824.9883,25814.865,
16428,235.1691575334509,6.5783663,,,,576,,,,,,,2449.6099,35054.723,57009.71,2598.7148,78377.67,
15640,235.20560062187155,6.0956383,,,,422,,,,,,,0,167630.25,22771.332,0,174120.11,
2143,236.04621245258153,1.0253195,,,,235,,,,,,,0,0,17347.188,5366.9614,0,
5200,236.112801785734,2.2213767,,,,40,272,[M+NH4]+,,2,5201;5200,218.07877,6217.1685,2897.227,3569.979,4324.693,5868.154,
11176,236.12811663661165,4.396909,,,,821,619,[M+H-H2O]+,,2,11176;11497,253.13138,210.95525,0,34597.836,0,0,
263,236.14883925339078,0.20270737,,,,295,,,,,,,9804.487,373921.2,133078.28,179018.55,0,
9937,237.0806165157601,3.8724165,,,,799,,,,,,,0,0,67313.42,0,0,
8750,237.0815732715893,3.447261,,,,836,,,,,,,0,0,300363.84,0,0,
1135,237.12292430212284,0.5773988,,,,89,,,,,,,3129.768,0,12975.41,0,0,
9964,237.14807148398344,3.8762426,,,,799,,,,,,,0,8051.9067,14951.687,0,6730.174,
16371,237.18477159161029,6.3176165,,,,576,,,,,,,406.68994,229.92242,3260.1052,185.14886,98089.85,
18543,237.18493443001648,6.9596624,,,,576,,,,,,,776.6516,11495.214,5121.738,174.21986,64415.637,
11511,237.18502008396547,4.431797,,,,813,,,,,,,243.2372,1596.3231,249.79599,0,12117.845,
9938,237.58215865462432,3.8724165,,,,799,,,,,,,0,0,12728.174,0,0,
11366,237.59519412108358,4.358307,,,,786,,,,,,,0,0,47604.99,0,12782.651,
3083,238.0604753131879,1.3927766,,,,208,,,,,,,0,0,5344.9727,0,221.28854,
1393,238.1070455420546,0.711801,,,,696,,,,,,,8822.479,0,20233.254,0,0,
2865,238.20108855984233,1.3669555,,,,208,,,,,,,54468.45,46829.883,73457.19,0,93654.84,
17713,238.56030629743515,6.7585516,,,,576,,,,,,,0,0,84515.55,0,25475.096,
14948,238.560362387009,5.826563,,,,438,,,,,,,0,0,0,0,119873.08,
96,239.0508572895416,0.18643378,,,,922,,,,,,,0,0,16154.811,979.8136,71134.234,
944,239.05871618276967,0.5770601,,,,423,34,[M-H+2Na]+,,2,924;944,194.08706,0,59584.477,3349.6643,0,0,
2969,239.08900423691938,1.5666583,,,,150,,,,,,,0,1797.0908,0,0,73144.47,
12188,239.12771792275217,4.669243,,,,877,,,,,,,0,2807.6724,53837.902,11000.558,2017.7231,
1238,239.1489343892825,0.6400171,,,,110,45,[M+H]+,,2,1416;1414,238.14144,11124.955,8135.9834,4955.507,15438.468,20339.846,
824,240.08648843832142,0.43461442,,,,,,,,,,,0,28278.14,22460.047,5393.961,0,
14679,240.12067818159628,5.7058845,,,,880,,,,,,,0,13889.346,258.33447,0,0,
937,240.18019385058045,0.48571858,,,,423,,,,,,,45382.59,40456.758,35200.645,62969.11,122047.68,
12676,240.23206280936463,4.858207,,,,737,,,,,,,0,0,0,0,23522.275,
9892,241.01747672587913,3.8529954,,,,836,,,,,,,0,0,0,0,17226.299,
2034,241.0472746569818,0.83021754,,,,,,,,,,,0,8030.566,0,0,689.3213,
5201,241.06777307750207,2.2213826,,,,40,272,[M+Na]+,,2,5201;5200,218.07877,16943.914,5516.6504,6101.4375,9442.907,8081.569,
9803,241.07394839069107,3.8295105,,,,348,,,,,,,0,817.15967,10386.006,0,1367.773,
16927,241.08552158820578,6.5222816,,,,733,,,,,,,0,22725.418,16277.724,391.7641,10383.392,
3120,241.11220880597816,1.4609305,,,,208,,,,,,,0,0,0,152470.42,0,
14850,241.14313436337312,5.786918,,,,,,,,,,,0,6881.4336,4275.602,0,0,
909,241.1838152949906,0.48713812,,,,423,,,,,,,4273.9575,1952.6343,676.5488,3946.2432,11282.402,
11782,241.2034884498145,4.5009265,,,,487,,,,,,,6703.2056,5202.19,9519.927,4188.144,4883.0283,
13724,241.57960111618263,5.314637,,,,732,754,[M-H+2Na]+,,2,13724;13733,196.60807,0,0,0,0,6381.3716,
11964,242.06453951361675,4.5795884,,,,226,650,[M+H-H2O]+,,2,11964;11970,259.06765,0,0,0,0,5816.2217,
7877,242.139621505974,3.2491128,,,,,,,,,,,4748.2856,0,0,637.1647,0,
10399,242.1536296395247,4.0324197,,,,,,,,,,,0,0,8392.807,0,4262.2603,
5219,242.17481114393385,2.2267091,,,,40,,,,,,,0,134616.61,116533.8,0,92959.73,
4569,242.17492830706826,1.9835385,,,,268,,,,,,,0,11439.8125,14920.603,0,6537.3394,
8120,242.56935902285088,3.2724624,,,,836,,,,,,,0,0,108845.96,0,24598.35,
3754,242.66513817050352,1.6955605,,,,,,,,,,,9536.074,0,0,0,0,
2954,243.03387552094173,1.3755821,,,,486,,,,,,,0,572.36475,0,177261.47,0,
12100,243.03806561587191,4.630042,,,,39,,,,,,,0,0,39693.44,0,638.49243,
4556,243.04276953115877,2.059315,,,,268,,,,,,,0,4982.191,9073.147,0,10894.598,
16774,243.0562100669976,6.476666,,,,848,,,,,,,0,10910.559,0,0,0,
10341,243.08045424042973,4.1457367,,,,62,,,,,,,0,0,655.39166,0,20104.207,
1527,243.08608074431345,0.7794519,,,,798,48,[M+H-H2O]+,,2,1528;1527,260.08996,0,0,0,15353.539,0,
4377,243.08696637420763,2.0288432,,,,259,,,,,,,0,244.01381,0,259545.17,0,
11605,243.09906833724952,4.452444,,,,923,625,[M+K]+,,4,11598;11597;11599;11605,204.13608,4051.7783,0,1460.7865,0,0,
6181,243.12238586051888,2.4654722,,,,432,313,[M+H]+,,1,6169,242.1151,0,0,1034.2861,0,6362.9,
3121,243.13346271232257,1.4625238,,,,608,,,,,,,5595.1416,0,17970.623,0,0,
2717,243.13351953194197,1.3771411,,,,400,,,,,,,6032.3335,0,11258.082,0,0,
966,244.04350425751804,0.4973248,,,,376,,,,,,,0,0,0,29523.297,0,
7092,244.08707077923245,2.861396,,,,836,,,,,,,0,1069.8054,12300.332,0,77380.74,
15082,244.09151279150245,5.884858,,,,864,,,,,,,0,0,0,0,213896.62,
2797,244.09688053730528,1.3257762,,,,120,,,,,,,0,0,74424.17,0,0,
816,244.0999318308224,0.4274674,,,,114,,,,,,,301666.4,5830.534,428617.4,0,4470.7124,
12619,244.13069078262288,4.8372107,,,,893,682,[M+Na]+,,2,12619;12646,221.14146,0,27743.164,4405.3164,0,22338.762,
3610,244.15424990647114,1.6517978,,,,486,175,[M+NH4]+,,4,3716;3740;3731;3610,226.12046,0,0,13663.386,0,25778.43,
2416,244.1542977373852,1.1642987,,,,,,,,,,,0,3571.8262,18539.703,11287.552,3881.8154,
14049,244.19075203244302,5.427902,,,,360,771,[M+H]+,,2,14021;14049,243.18348,25076.67,21753.736,21564.674,33501.707,30872.572,
13372,244.57377809103906,5.139268,,,,931,,,,,,,0,0,0,0,285682.34,
5293,244.58485954793875,2.260215,,,,532,,,,,,,0,0,0,0,39686.348,
18277,244.6213656938589,6.7433124,,,,576,,,,,,,933.4047,0,2446.4924,7806.0195,0,
2999,245.05145933312417,1.3972003,,,,274,,,,,,,0,0,0,0,35286.664,
1842,245.06017470461506,0.9032047,,,,306,,,,,,,8389.544,5811.4404,5421.32,0,15896.477,
12794,245.06793417704026,4.9083834,,,,436,701,[M+K]+,,3,12794;12801;12802,206.10471,0,16461.193,0,0,0,
15741,245.07826442729046,6.1294923,,,,422,872,[M+Na]+,,2,15727;15741,222.0891,43975.766,38232.785,47550.355,94144.87,45655.258,
6466,245.0856513393929,2.6719403,,,,836,,,,,,,0,0,105945.16,0,5787.1323,
11124,245.09525973383487,4.274075,,,,671,597,[M-H+2Na]+,,2,11124;11129,200.12346,0,7282.9585,0,0,0,
5155,245.1019006141488,2.206069,,,,203,270,[M+H]+,,1,5156,244.09451,0,0,0,10016.776,0,
12946,245.116806685337,5.017294,,,,436,,,,,,,3237.3113,63200.973,28427.395,546.29675,1482.0159,
12250,245.11696288962176,4.7185245,,,,,,,,,,,3237.3113,14217.706,44751.76,546.29675,2917.0525,
18531,245.1170419761745,6.869705,,,,576,,,,,,,835.7444,3031.599,251356.1,2996.891,20370.555,
17327,245.11711052726235,6.6128325,,,,576,,,,,,,465.67462,7561.1865,161711.9,2996.891,19746.361,
11332,245.1171902207302,4.40383,,,,858,,,,,,,995.32544,30283.33,45182.332,8552.11,8513.552,
7674,245.1172198335243,3.0869982,,,,836,,,,,,,1547.4651,20374.572,23432.78,433.98654,2349.821,
7678,245.13810893538312,3.0850222,,,,489,,,,,,,4939.378,1202.1377,10924.305,0,18266.977,
6794,245.1381179724342,2.836139,,,,836,361,[M+H-H2O]+,,3,6747;6794;6786,262.1416,27596.299,1523.196,24864.83,0,5077.896,
3250,245.18544883000186,1.5143402,,,,,,,,,,,10228.126,0,13767.619,0,0,
2604,245.1855416764385,1.3241842,,,,120,,,,,,,4254.7744,0,21777.508,0,0,
2241,245.18559484078014,1.0569017,,,,,,,,,,,2634.3667,0,21238.22,0,0,
2506,246.0664495878526,1.1932396,,,,308,102,[M-H+2Na]+,,2,2485;2506,201.095,0,0,4356.675,0,0,
8156,246.08491514434337,3.2567625,,,,836,,,,,,,0,0,238.09671,0,47413.605,
9308,246.08495647149653,3.6515865,,,,836,512,[M-H+2Na]+,,2,9578;9308,201.1133,0,0,0,0,11270.727,
6473,246.1600520161947,2.6763434,,,,146,,,,,,,23257.186,0,23765.562,0,0,
4499,246.16989843076863,1.9513979,,,,553,,,,,,,10751.159,0,6203.089,0,1646.4092,
6320,246.1850988278203,2.6137104,,,,,,,,,,,0,0,0,0,9463.263,
14336,246.24261987636496,5.554098,,,,870,,,,,,,122615.6,103920.52,81628.66,106295.4,86814.305,
1458,247.04700138857862,0.7381404,,,,667,,,,,,,0,0,0,0,21613.23,
16520,247.0624973719604,6.3998485,,,,576,926,[M-H+2Na]+,,2,16621;16520,202.09147,0,0,0,0,55761.69,
12841,247.08195170983646,4.9276114,,,,211,,,,,,,6960.2534,6492.227,5488.1265,7387.129,5750.7124,
2104,247.1073946233603,1.0008668,,,,243,,,,,,,541.10815,995.22656,16416.81,0,0,
12543,247.11742634350398,4.8121285,,,,786,,,,,,,0,0,18177.553,0,0,
13470,247.11748347971601,5.177276,,,,910,,,,,,,0,0,63351.5,0,0,
10989,247.11755015366225,4.2481704,,,,662,,,,,,,0,0,46190.844,0,0,
865,247.12842490957792,0.36270046,,,,,,,,,,,14254.957,0,15527.855,1931.2191,0,
15500,247.13284060215733,5.8237896,,,,,,,,,,,0,3059.5454,176878.89,915.0895,3754.8936,
5024,247.13287607284803,2.4187403,,,,203,,,,,,,0,6457.4673,306377.34,0,11381.342,
17856,247.13287960912422,6.9340825,,,,576,,,,,,,0,688.9315,607540.7,0,1405.3168,
16139,247.13293415408083,6.202798,,,,576,,,,,,,0,122.8121,507959.8,170.16043,6913.4478,
12311,247.1329529214489,4.614009,,,,905,,,,,,,0,18954.21,7883.004,3306.8914,1516.4578,
11333,247.13298362510892,4.3829775,,,,475,,,,,,,0,100693.914,122121.32,3879.6958,1516.4578,
5982,247.13307333675175,2.5913947,,,,836,,,,,,,0,6281.111,103614.625,0,11381.342,
13566,247.13309135873735,5.418598,,,,,,,,,,,0,186.53568,13065.723,0,167.19621,
8992,247.1331743664031,3.605609,,,,836,,,,,,,0,234304.02,26949.88,2361.8298,30692.309,
9963,247.13317543460562,3.7814782,,,,836,,,,,,,0,5167.13,42212.66,2361.8298,30692.309,
8803,247.13445396573846,3.6075675,,,,,,,,,,,0,0,9937.067,2361.8298,67173.02,
15548,247.6012918898367,6.068222,,,,422,,,,,,,0,0,58976.01,0,0,
17020,247.6013463914099,6.662034,,,,576,,,,,,,0,0,151154.02,0,568.375,
12383,248.02598695731484,4.735935,,,,21,,,,,,,0,0,108917.695,0,115032.164,
1098,248.03571871327972,0.66598123,,,,798,,,,,,,539.09216,0,3140.8616,0,21360.914,
1255,248.05513228963991,0.65037817,,,,464,,,,,,,0,4830.6143,0,0,18697.893,
211,248.11255573600084,0.19991934,,,,295,,,,,,,270766.84,69152.11,427600.47,5847.9146,4913.8506,
10918,248.13608469351703,4.2610707,,,,475,,,,,,,0,14518.869,18192.078,0,0,
5391,248.14932943595085,2.2914586,,,,443,279,[M+NH4]+,,2,5391;5392,230.1155,0,0,0,0,3575.6758,
2461,248.55277034888053,1.1742474,,,,387,,,,,,,0,26256.672,0,0,3552.211,
16087,248.60963322077737,6.09389,,,,576,,,,,,,0,0,182662.81,0,2488.3682,
161,249.0365636462402,0.18969607,,,,295,2,[M+K]+,,2,130;161,210.07345,3377.1353,27277.865,152666.83,251585.6,50932.7,
15953,249.07101154563566,6.245708,,,,641,882,[M+K]+,,2,16016;15953,210.10748,0,0,0,0,5154.483,
2531,249.07179696593568,1.315447,,,,470,,,,,,,0,0,348.6513,0,37207.14,
4240,249.0725709834621,1.860115,,,,709,,,,,,,0,0,12902.767,0,5521.378,
10707,249.08964358693845,4.1587687,,,,419,,,,,,,0,0,6024.2715,0,0,
3716,249.1095335563607,1.6855965,,,,486,175,[M+Na]+,,3,3716;3740;3610,226.12046,0,0,3784.6777,0,129568.58,
2659,249.1095431778607,1.2669533,,,,208,120,[M+Na]+,,2,2659;2658,226.12032,0,0,0,0,8790.51,
10597,249.10967498693557,4.1045914,,,,786,,,,,,,1007.96216,1110.3169,6538.9834,0,3441.4912,
8458,249.11128881776685,3.373359,,,,939,,,,,,,0,9632.016,1561.4243,1236.8396,0,
10060,249.14778586860808,4.0135746,,,,,,,,,,,0,19490.404,8381.406,5243.1245,3694.1885,
15914,249.1481203362808,6.089838,,,,,,,,,,,0,7222.6357,753.72815,0,314.46252,
12658,249.1482976464316,4.7386994,,,,,,,,,,,0,21840.066,8127.6406,0,5587.4263,
13293,249.14840008236055,5.0901265,,,,601,,,,,,,0,12821.707,26896.98,0,1039.7072,
17245,249.14840627775445,6.6013775,,,,,,,,,,,0,7709.426,9931.652,0,286.9779,
11479,249.1484860443075,4.3661933,,,,469,,,,,,,0,22037.492,6788.329,4993.8525,5587.4263,
15235,249.18484618636876,5.9318414,,,,644,,,,,,,0,13511.823,8912.74,0,14351.124,
1946,249.56063861118176,0.9438945,,,,387,,,,,,,0,12013.237,0,0,0,
7518,249.56828358246193,3.0721202,,,,836,,,,,,,0,0,17116.857,0,0,
12398,250.04568265896427,4.7395406,,,,21,,,,,,,0,0,69707.05,0,68558.51,
12312,250.06099622425972,4.6282377,,,,858,,,,,,,1967.649,0,59231.0,0,0,
3850,250.07928549685468,1.6464239,,,,486,,,,,,,33483.645,322.6291,0,0,16593.96,
11615,250.2011416815596,4.454013,,,,923,626,[2M+NH4]+,,2,11615;11596,116.08406,41263.195,5264.832,21478.826,4406.054,7894.407,
6384,250.5759211373937,2.640569,,,,742,,,,,,,0,0,68446.945,0,0,
11655,251.05543997668946,4.5226507,,,,388,,,,,,,0,0,381.23608,0,20063.799,
1900,251.06027989387857,0.9196676,,,,387,,,,,,,0,23188.17,0,0,0,
11177,251.0677061262283,4.284393,,,,475,,,,,,,0,0,87370.914,0,0,
1207,251.10214207907617,0.6183527,,,,106,,,,,,,45508.074,0,11647.787,0,0,
13362,251.12583988900155,5.1348343,,,,894,731,[M+Na]+,,2,13340;13362,228.13634,0,376.79102,6411.2305,0,279.43066,
12240,251.1258582568987,4.5939546,,,,226,,,,,,,908.89075,690.1131,89410.48,0,2332.6816,
12187,251.16280454290444,4.660414,,,,226,,,,,,,2724.91,19008.316,31658.072,0,6394.044,
11504,251.16332666184115,4.5168624,,,,,,,,,,,1696.202,5605.9004,53507.945,0,7841.894,
13342,251.16333292022813,4.994588,,,,,,,,,,,215.11414,4222.256,29837.312,0,4532.9404,
9883,251.16365329048827,3.8512611,,,,804,,,,,,,0,36239.406,9848.896,0,13599.244,
11168,251.16373727755632,4.3773723,,,,786,,,,,,,1696.202,5742.226,70944.44,0,1538.8085,
10285,251.16383979072853,4.063095,,,,836,,,,,,,0,30147.588,47207.47,0,12411.117,
13595,251.16386669664828,5.2077475,,,,601,744,[M+H]+,,1,13625,250.15667,0,4965.508,23215.47,0,518.983,
18049,251.16410682759889,6.887073,,,,,,,,,,,0,16570.482,14152.579,0,5551.3936,
18101,251.58143057948305,6.9091034,,,,576,996,[M+H]+,,2,18101;18126,250.57374,0,0,103396.86,0,9533.232,
15150,252.07757497214973,5.8981314,,,,864,841,[M+H-H2O]+,,2,15058;15150,269.08078,0,0,0,0,33998.73,
11898,252.07957342614793,4.5478554,,,,858,,,,,,,0,0,23430.492,0,0,
3122,252.08471355249924,1.4626325,,,,486,,,,,,,6834.6045,6812.6387,18554.209,0,62178.07,
17694,252.09392023975767,6.746549,,,,576,,,,,,,0,7245.785,7998.7046,305.33716,2605.766,
273,252.10746999378722,0.20639639,,,,295,,,,,,,262586.5,165905.53,1937003.2,15975.973,66538.484,
6346,252.13797056831652,2.6252472,,,,841,,,,,,,0,0,0,1040131.44,0,
12138,252.57239346074903,4.6372213,,,,226,,,,,,,0,0,4534.3813,0,85763.984,
10489,253.06487788766208,4.180147,,,,,,,,,,,0,5510.276,327.28387,0,0,
6491,253.0730740006929,2.6465657,,,,836,,,,,,,0,0,330.77032,0,28243.66,
3143,253.07432954870882,1.4805999,,,,223,145,[M-H+2Na]+,,2,3143;3154,208.10269,0,0,2689.7515,0,292638.44,
4066,253.07440600631895,1.6372092,,,,697,,,,,,,0,0,2689.7515,0,59632.523,
8124,253.07444928228819,3.272777,,,,836,436,[M+Na]+,,2,8127;8124,230.08562,0,0,4992.245,0,0,
4688,253.0926602245526,2.0894802,,,,697,,,,,,,0,45000.453,1878.9629,0,549.9631,
5392,253.1047026515138,2.2230213,,,,443,279,[M+Na]+,,2,5391;5392,230.1155,0,0,0,1669.5872,19487.271,
