feature_id	candidate_spectrum_entropy	candidate_adduct	candidate_library	candidate_structure_error_mz	candidate_structure_name	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_molecular_formula	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_score_similarity	candidate_count_similarity_peaks_matched
												
